created_at,full_text,location,text_translated,sentiment_score,sentiment
Fri Mar 01 00:24:00 +0000 2024,#ICYMI Bayi di Gaza mati akibat kekurangan zat kebuluran Nadir #malaysiagazette https://t.co/KQZiX76cUn,Kuala Lumpur,Icymi Baby in Gaza died from a lack of Nadirs starvation malaysiagazette,-0.7096,Negative
Thu Feb 29 04:30:18 +0000 2024,Kanak-Kanak Palestin Di Gaza Kebuluran Jumlah kanak-kanak Palestin yang meninggal dunia kerana kekurangan zat dalam perang yang berlanjutan hampir lima bulan di Gaza dilaporkan semakin meningkat. Jurucakap Kementerian Kesihatan Ashraf al-Qudra di hospital Al-Shifa sahaja https://t.co/vqsi1M7gKT,Kuala Lumpur,Palestinian child in Gaza starve The number of Palestinian child who died of a deficiency in the war that lasted for nearly five month in Gaza wa reported to be increasingMinistry of Health spokesman Ashraf AlQudra at AlShifa Hospital only,-0.8779,Negative
Thu Feb 29 04:18:54 +0000 2024,Kanak-Kanak Palestin Di Gaza Mati Kebuluran. Ibu Maut Di Tangan Anak Sendiri #MGFlash #malaysiagazette https://t.co/GAkSlKuClh via @MalaysiaGazette,Kuala Lumpur,Palestinian child in Gaza die starvationMom is dead in the hand of her own child mgflash malaysiagazette via malaysiagazette,-0.7184,Negative
Tue Feb 27 10:45:01 +0000 2024,Kisah sedih: Bayi 16 bulan mati kebuluran di rumah sementara si ibu pergi bercuti selama 10 hari https://t.co/WlxNNhF4Sb #suaramalaysia #entertainment,,Sad story 16 month old starvation at home while mother went on vacation for 10 day suaramalaysia entertainment,-0.0772,Negative
Mon Feb 26 02:12:59 +0000 2024,Beri konvoi masuk dapat elak kebuluran teruk di Gaza UNRWA #malaysiagazette https://t.co/jhqMb7tlHe,Kuala Lumpur,Give the convoy in the Gaza Unrwa malaysiagazette,0.0,Neutral
Fri Feb 23 15:16:52 +0000 2024,@jom_komen324 @anwaribrahim Rakyat Malaysia yg kebuluran bkn takde mknn tapi malas berusaha. Rakyat di Palestine mereka nk berusaha utk survival pon tak bole. Takde sumber utk dijadikan mknn. Yg kebulur di Malaysia bole dikategorikan malas berusaha. Pendatang yg dtg ke Malaysia pon bole hidup.,Shah alam,jomkomen324 anwaribrahim Malaysians who are starving not to be lazy but lazy to tryThe people of Palestine are trying to survive the poundsThere is no resource to be usedThe relative of Malaysia are categorized a lazyImmigrants who go to Malaysia are alive,-0.4579,Negative
Wed Feb 21 07:12:08 +0000 2024,Situasi kebuluran di kawasan Semenanjung Gaza yang dihuni kira-kira 2.4 juta penduduk kian bertambah buruk dari hari ke hari https://t.co/6exnEDkjKV Malaysia MADANI : Tekad Perpaduan Penuhi Harapan 'Yang sahih di Berita RTM' #RTM #BeritaRTM #MalaysiaMadani https://t.co/lH9SeeOIW8,,The starvation situation in the Gaza Peninsula area is located about 24 million people getting worse from day to day Malaysia Madani Authenticity of Hope Unity on RTM News,-0.0516,Negative
Wed Feb 21 03:41:05 +0000 2024,@amalikramd Sekarang perlukah cadangan??? Kami hanya mahu KETEGASAN!! Berlori2 bantuan tidak masuk di Kawasan Rafah!!! Kematian &amp; Kebuluran Andai Malaysia berani kenapa tidak dari Awal lagi membuat pakatan antara negara yang ingin bersodaliriti kepada Palestine ini membuat bantahan ,,amalikramd now need suggestion We just want to be firm HELP HELP DONT INCLUDE RAFAH Death ampThe starvation if Malaysia wa brave why not from the beginning made a coalition among the country that wanted to capitalize on Palestine to protest,0.9138,Positive
Tue Feb 20 10:00:00 +0000 2024,Situasi kebuluran di Palestin ketika ini terus meruncing dengan bantuan makanan yang berjaya masuk terlalu sedikit berbanding kuantiti yang diperlukan. https://t.co/RD50RHteLh,Putrajaya,Palestinian starvation situation continue to continue with the help of food that ha successfully entered less than the required quantity,0.8074,Positive
Tue Feb 20 09:09:37 +0000 2024,Situasi kebuluran di Palestin runcing menyayat hati KUALA LUMPUR - Situasi kebuluran di Palestin ketika ini terus meruncing dengan bantuan makanan yang berjaya masuk terlalu sedikit berbanding kuantiti yang diperlukan. Presiden Mercy Malaysia Datuk Dr Ahmad Faizal Mohd https://t.co/ZLXggkj5L0,Malaysia,Palestinian starvation situation are heartbreaking KUALA LUMPUR Palestinian starvation situation continue to continue with the help of food that ha successfully entered less than the required quantityMercy Malaysia President Datuk Dr Ahmad Faizal Mohd,0.6486,Positive
Tue Feb 20 06:54:47 +0000 2024,Situasi kebuluran di Palestin runcing menyayat hati Mereka tidak minta banyak hanya sedikit roti dan seteguk air. Hatta itu pun susah. - Presiden Mercy Malaysia #sinarharian #kebuluran #Palestin https://t.co/lgw7bgtNBE,Malaysia,The starvation situation in Palestine is pointing out that they do not ask for a lot of bread and waterHatta is difficult President of Mercy Malaysia sinarharian kuluran palestin,0.0,Neutral
Mon Feb 19 13:05:00 +0000 2024,Presiden MERCY Malaysia Datuk Dr. Ahmad Faizal Mohd Perdaus berkata situasi kebuluran di Palestin ketika ini terus meruncing dengan bantuan makanan yang berjaya masuk terlalu sedikit berbanding kuantiti yang diperlukan. #AWANInews https://t.co/2mJyVMCPzp,Malaysia,Mercy Malaysia president Datuk DrAhmad Faizal Mohd Perdaus said the starvation situation in Palestine wa continuing to rise with the help of food that had succeeded too little compared to the required quantityAwaninews,0.7906,Positive
Wed Nov 01 00:37:45 +0000 2023,#kualalumpur Ketua Pegawai Eksekutif Cinta Gaza Malaysia (CGM) Muhammad Nadir Al-Nuri Kamaruzaman menjangkakan krisis kebuluran berlaku di Gaza dalam tempoh dua atau tiga minggu lagi jika sempadan tidak dibuka. https://t.co/0fTaagwOcL,Malaysia,Kualalumpur Chief Executive Officer of Gaza Malaysia CGM Muhammad Nadir AlNuri Kamaruzaman expects the starvation crisis in Gaza in two or three week if the border is not open,-0.6249,Negative
Wed Oct 25 14:28:42 +0000 2023,@arfdy12 @anwaribrahim Sibuk pulak nak menyanyi... Orang mati kebuluran kat sana korang di Malaysia ni nak berkumpul tunjuk solidariti tapi nak panggil penyanyi melalak. Nyaseng,,arfdy12 anwaribrahim is busy singing people are starving there in malaysia to gather solidarity but want to call the singerNour,0.0387,Neutral
Sat Oct 21 08:52:18 +0000 2023, Keadaan di dalam Gaza sangat teruk. Bukan sahaja tiada makanan tetapi tiada air elektrik atau bahan api. Dan tiada banyak bekalan tersebut boleh menyebabkan lebih ramai penduduk Gaza kebuluran dan mempunyai penyakit kronik juga katanya kepada Al Jazeera.,"Selangor, Malaysia",The situation in Gaza is very badNot only there is no food but no electricity or fuelAnd not much of these supply could cause more Gazaese resident to starve and have chronic illness also to Al Jazeera,-0.8957,Negative
Sat Oct 14 13:52:28 +0000 2023,@MalaysiaGazette Di Russia sudah lama tutup McD sebab perang Russia vs Ukraine!. Tak kebuluran pun rakyat Russia tak makan McD! Malaysia bila lagi nak tutup McD??,"Selangor, Malaysia",Malaysiagazette in Russia ha long closed McD because of the Russian War v UkraineNot even Russians dont eat MCDMalaysia when you want to close MCD,-0.296,Negative
Mon Oct 09 09:55:04 +0000 2023,Pasal sekolah dengan peluang pekerjaan dekat Malaysia ni jangan jadi kuman seberang laut nampak gajah depan mata tak nampak dan anak kera di hutan disusukan anak sendiri mati kebuluran. Itu je. Pelarian tu ada hak nak pergi negara yang sign agreement tu tak perlu ke Malaysia.,"Besut, Terengganu",The school with work opportunity near Malaysia should not be the germ over the sea to see the elephant of the eye and the monkey in the jungle breastfeeding their own child starveThats itThe refugee have the right to go to a country that sign that agreement doe not need to go to Malaysia,0.7184,Positive
Fri Oct 06 13:50:23 +0000 2023,@gemalternatif Dah jadi Negara yg rakyat nya dah KEBULURAN berebutkan beras tak malu ke PMX yg gah nak cari pelaburan dari luar Negara berbilion ringgit! Dah jadi teruk dari negara-negara Afrika! Mahu kah pelabur asing nak melabur?! Negara Malaysia dah jadi BANGSAT SANGAT DI TANGAN PMX?!,,gemalternatives have become a country where the people are starving to fight the shameless rice to the PMX who want to invest from overseas billion of dollarsIt ha become worse from African countriesWant foreign investor to investThe country of Malaysia ha become very bastard in the hand of PMX,-0.7501,Negative
Wed Oct 04 08:15:55 +0000 2023,@Average60829732 @mkini_bm Sapa kata rakyat Malaysia sengsara kebuluran x mampu beli makan? Masih ada yg miskin tegar tapi peratusan x tinggi sebab itu PMX tgh usahakan utk hapuskan kemiskinan but mostly Malaysians are affordable to buy foods di luar.,,Average60829732 mkinibm Who say Malaysians are starving x can buy foodThere are still hardcore poor but high percentage x is why PMX is trying to get rid of poverty but mostly malaysian are affordable to buy food outside,-0.8126,Negative
Sun Sep 17 16:40:20 +0000 2023,@afarefabadi @Marchfoward Panda Tu sebagai tanda persahabatan antara China dgn Malaysia tapi tula anak kera Di hutan disusui anak Di rumah kebuluran.,Hells Kitchen,afarefabadi marchfoward Panda is a sign of friendship between China and Malaysia but the monkey in the jungle are breastfeeding in the starvation house,0.2382,Positive
Tue Aug 29 06:04:30 +0000 2023,@PASPusat Terbengkalai Projek Taman Ilmu Universiti di Besut 5 tahun berkuasa tiada perubahan apacerita? Kg MB sendiri Daerah MB sendiri terabai rakyat Besut kekal antara termiskin di Ganu &amp; Malaysia selepas 5 tahun apacerita? Kera dihutan disusukan rakyat mati kebuluran? https://t.co/Wuz6Mdu57V,,PASPRODUCTION CENTER PROJECT UNIVERSITY SCIENCE PROJECT IN BUSINESS 5 YEARS Powerful No Change of StoriesKg MB itself the MB district itself ha been left behind in the Besut People in Ganu ampMalaysia after 5 year of the storyThe monkey are being brought to death by the people,-0.2263,Negative
Sat Aug 05 08:40:45 +0000 2023,@UdaShafiq Well Malaysia kan memang suka susukan kera di hutan anak sendiri kebuluran. Lepastu nanti acah2 termangsa buat dokumentari konon kita ni jahat sangat These people persecuted everydayyyyy!!! Persecuted kepala embah dia.,"Melaka Mandate of Langkasuka
",Udashafiq well malaysia really like to breastfeed in the forest of your own childrenThen it will be a good idea for a documentary that we are so bad these people persisted to everydayyyyy Persisted on his head,0.3186,Positive
Wed Aug 02 01:33:33 +0000 2023, Influencer Rusia Meninggal Dunia Kebuluran Selepas Hanya Makan Buah Selama 7 Tahun Di Malaysia https://t.co/jq7UuhDFuT,"Damansara, Selangor",Russian Influencer dy starvation after only 7 year of fruit in Malaysia,0.0,Neutral
Wed Aug 02 01:01:37 +0000 2023,Diet Ekstrem Makan Durian Dan Nangka Selama 7 Tahun Influencer Rusia Maut Kebuluran Di Malaysia https://t.co/CadDbZLsp0,Borneo Island,Durian Extreme Diet Diet and Jackfruit For 7 Years Russian Influencer Deadly Hunger in Malaysia,-0.25,Negative
Fri Jul 14 02:33:10 +0000 2023,WASHINGTON: Kira-kira 735 juta orang di seluruh dunia berdepan kebuluran kronik sepanjang tahun lalu yang jauh lebih tinggi berbanding sebelum pandemik Covid-19 sekali gus mengancam kemajuan ke arah matlamat global. https://t.co/NdJKh9ZZmn https://t.co/oOr0cOnDY1,Malaysia,WASHINGTON About 735 million people around the world are facing chronic starvation over the past year that are much higher than before the Covid19 pandemic thus threatening progress towards global goal,-0.1531,Negative
Fri Jun 23 01:20:45 +0000 2023, Setiap saat yang dilengahkan seorang lagi kanak-kanak berisiko untuk mati kebuluran - Datin Lisa Surihani Duta Kebangsaan UNICEF Malaysia Sertai Lisa melawan krisis kebuluran yang di alami jutaan kanak-kanak di seluruh dunia &gt;&gt; https://t.co/bZw7WrBbUL #FightMalnutrition https://t.co/XszDmd5BhV,Kuala Lumpur,Each time that another child is at risk for starvationDatin Lisa Surihani UNICEF Malaysia National Ambassador Join Lisa against the starvation crisis of million of child around the world gt gt fightmalnutrition,-0.2023,Negative
Wed Jun 14 09:45:23 +0000 2023,@dannymusa123 Orang kebuluran di Malaysia ni kita tak perasan sampai kita nampak dengan mata sendiri. Memang ramai yang miskin bandar.,Petaling Jaya,DannyMusa123 PEOPLE IN MALAYSIA We do not notice until we see it with our own eyesIndeed many are poor city,-0.4767,Negative
Sat May 27 00:04:47 +0000 2023,LONDON: Seorang lelaki warga emas rakyat Britain parah ditembak oleh penembak tepat dan isterinya pula mati kebuluran selepas mereka dibiarkan terkontang-kanting oleh Kedutaan Britain di Sudan susulan konflik yang berlaku di negara itu. https://t.co/sWBzyPNlFK,Malaysia,LONDON A British elderly man wa hit by a shooter and his wife died of starvation after they were left behind by the British Embassy in Sudan following the conflict in the country,-0.7096,Negative
Fri May 26 01:04:09 +0000 2023, Setiap saat yang dilengahkan seorang lagi kanak-kanak berisiko untuk mati kebuluran - Datin Lisa Surihani Duta Kebangsaan UNICEF Malaysia. Sertai Lisa dalam melawan krisis kebuluran yang di alami jutaan kanak-kanak di seluruh dunia. --&gt; https://t.co/bZw7WrBbUL https://t.co/4ByqqIAHWJ,Kuala Lumpur,Each moment the other child wa at risk for starvation Datin Lisa Surihani UNICEF Malaysia National AmbassadorJoin Lisa in the fight against the starvation crisis that ha experienced million of child around the world gt,-0.6486,Negative
Fri May 12 02:41:58 +0000 2023,Sebelum tercetusnya konflik kemanusiaan di Sudan pada 15 April lalu rakyat Sudan sebenarnya sudah lama berdepan dengan isu kebuluran yang tiada kesudahan. https://t.co/rEGe3FRoNb,Malaysia,Prior to the outbreak of the humanitarian conflict in Sudan on April 15 the Sudanese people had long encountered an endless starvation issue,-0.3182,Negative
Wed Apr 26 08:00:01 +0000 2023,4️⃣5️⃣ juta kanak-kanak berusia 5 tahun ke bawah di seluruh dunia mengalami malnutrisi akut. Kita mesti bertindak Ayuh kita melawan krisis kebuluran untuk kanak-kanak. Derma sekarang untuk menyelamatkan nyawa &gt;&gt; https://t.co/bZw7WrBbUL #FightMalnutrition https://t.co/sK61VkfgGD,Kuala Lumpur,45 Million child aged 5 and under the world suffer from acute malnutritionWe must act we fight against the starvation crisis for childrenDonations now to save life gt gt fightmalnutrition,-0.5859,Negative
Tue Apr 25 01:00:01 +0000 2023, Setiap saat yang dilengahkan seorang lagi kanak-kanak berisiko untuk mati kebuluran - Datin Lisa Surihani Duta Kebangsaan UNICEF Malaysia Sertai Lisa dalam melawan krisis kebuluran yang di alami jutaan kanak-kanak. Anda boleh mengubah hidup mereka &gt;&gt; https://t.co/bZw7WrAE5d https://t.co/zkfPcHdHlL,Kuala Lumpur,Each time the other child wa at risk for starvationDatin Lisa Surihani UNICEF Malaysia National Ambassador joined Lisa in the fight against million of childrenYou can change their life gt gt,-0.128,Negative
Fri Apr 21 11:08:25 +0000 2023,Di Sudan ptg raya lari dari rumah kerana perang di Palestine solat di al Aqsa disekat. Tunisia Rachid Ghanoshi ditahan sang diktator ptg raya. Afrika pula kebuluran. Salam Aidilfitri rakyat Malaysia dengan penuh insaf dari saya. @anwaribrahim @RGhanouchi https://t.co/XSFC6XNsh0,"Parit Buntar, Perak",In Sudan Ptg Raya ran away from home because the war in Palestine prayed in Al Aqsa wa blockedTunisia Rachid Ghanoshi wa arrested by the Dictator of Ptg RayaAfrica is starvingGreetings to Malaysian Aidilfitri with my sincere thanksanwaribrahim rghanouchi,-0.6486,Negative
Thu Apr 13 03:33:28 +0000 2023,Sudah berapa lama Yaman dibelenggu konflik? 2023 konflik di Yaman bakal memasuki tahun ke 9. Dalam tempoh tersebut 17 juta orang direkodkan berdepan ancaman kebuluran akibat konflik dalaman yang tiada berkesudahan. https://t.co/k90qrWIpQo,Malaysia,How long ha Yemen been in conflict2023 The conflict in Yemen will enter the 9th year During that time 17 million people were recorded in the face of starvation due to endless internal conflict,-0.296,Negative
Fri Mar 31 05:46:04 +0000 2023,Kemiskinan wujud kerana pelbagai sebab termasuk ketidakadilan perang perubahan iklim. Bank Dunia anggar 685 juta orang di bumi mengalami kemiskinan teruk. Kebuluran berlaku. Ada orang kata '60%' rumahtangga Malaysia berasa tidak boleh penuhi keperluan asas bulanan. Betul? https://t.co/QF33KbOWMN,,Poverty exists for a variety of reason including the injustice of climate changeThe World Bank is considering 685 million people on earth suffering severe povertyStarvation occursSome say 60of Malaysian household feel that they can not meet the basic basic needsRight,-0.9136,Negative
Thu Mar 16 11:04:15 +0000 2023,Malaysia masuk list antara ketinggian terendah di dunia cuma lagi tinggi dari negara-negara yang ada masalah kebuluran,a practicing islam society,Malaysia enters the list among the lowest height in the world is just higher than the country with starvation problem,-0.6486,Negative
Sat Mar 04 10:15:41 +0000 2023,@AHH0880 @amrufateh Sorry to say bro org susah di Malaysia boleh mkn n tido dlm keadaan aman sentosa..ttp org susah di luar negara mkn belom tentu ad n kebuluran serta tido dlm keadaan takut2 Pelihara la keharmonian n perpaduan yg ad nie..nikmati dgn bersyukur.. #GagalMenahan,,Ahh0880 amrufateh sorry to say bro org in malaysia can be in a state of peace Grateful gagalmahahan,0.7351,Positive
